cline,rep,group,Exp,dose,ncells,ncolonies,pe,norm_pe
GBM965,6.0,CTRL,r05,6.0,8000.0,23.0,0.002875,0.12321428571428572
GBM965,6.0,CTRL,r06,6.0,8000.0,32.0,0.004,0.17142857142857146
GBM965,6.0,CTRL,r07,6.0,8000.0,53.0,0.006625,0.2839285714285715
GBM965,6.0,CTRL,r08,6.0,8000.0,42.0,0.00525,0.22500000000000003
GBM965,6.0,CTRL,r09,6.0,8000.0,84.0,0.0105,0.45000000000000007
GBM965,6.0,FBS,r03,6.0,8000.0,58.0,0.00725,0.6473214285714287
GBM965,6.0,FBS,r04,6.0,8000.0,44.0,0.0055,0.4910714285714286
GBM965,6.0,FBS,r05,6.0,8000.0,46.0,0.00575,0.5133928571428572
GBM965,6.0,FBS,r06,6.0,8000.0,45.0,0.005625,0.5022321428571429
GBM965,6.0,FBS,r07,6.0,8000.0,36.0,0.0045,0.4017857142857143
GBM965,6.0,FBS,r08,6.0,8000.0,35.0,0.004375,0.3906250000000001
GBM965,6.0,FBS,r09,6.0,8000.0,49.0,0.006125,0.5468750000000001
GBM965,6.0,FBS,r10,6.0,8000.0,45.0,0.005625,0.5022321428571429
GBM965,6.0,BMP4,r01,6.0,8000.0,26.0,0.00325,0.1589673913043478
GBM965,6.0,BMP4,r02,6.0,8000.0,14.0,0.00175,0.08559782608695651
GBM965,6.0,BMP4,r03,6.0,8000.0,21.0,0.002625,0.12839673913043478
GBM965,6.0,BMP4,r04,6.0,8000.0,24.0,0.003,0.1467391304347826
GBM965,6.0,BMP4,r05,6.0,8000.0,28.0,0.0035,0.17119565217391303
GBM965,6.0,BMP4,r06,6.0,8000.0,17.0,0.002125,0.10394021739130435
GBM965,6.0,BMP4,r07,6.0,8000.0,16.0,0.002,0.09782608695652173
GBM965,6.0,BMP4,r08,6.0,8000.0,29.0,0.003625,0.17730978260869565
GBM965,6.0,BMP4,r09,6.0,8000.0,25.0,0.003125,0.15285326086956522
GBM965,6.0,BMP4,r10,6.0,8000.0,66.0,0.00825,0.40353260869565216
GBM965,6.0,MSC-EV,r02,6.0,8000.0,69.0,0.008625,0.45055970149253727
GBM965,6.0,MSC-EV,r03,6.0,8000.0,34.0,0.00425,0.2220149253731343
GBM965,6.0,MSC-EV,r04,6.0,8000.0,33.0,0.004125,0.21548507462686564
GBM965,6.0,MSC-EV,r05,6.0,8000.0,28.0,0.0035,0.18283582089552236
GBM965,6.0,MSC-EV,r06,6.0,8000.0,36.0,0.0045,0.2350746268656716
GBM965,6.0,MSC-EV,r07,6.0,8000.0,32.0,0.004,0.20895522388059698
GBM965,6.0,MSC-EV,r08,6.0,8000.0,37.0,0.004625,0.24160447761194026
GBM965,6.0,MSC-EV,r09,6.0,8000.0,31.0,0.003875,0.20242537313432832
GBM965,6.0,MSC-EV,r10,6.0,8000.0,31.0,0.003875,0.20242537313432832
GBM965,6.0,MSC-BMP4,r01,6.0,8000.0,27.0,0.003375,0.25741525423728817
GBM965,6.0,MSC-BMP4,r02,6.0,8000.0,21.0,0.002625,0.20021186440677968
GBM965,6.0,MSC-BMP4,r04,6.0,8000.0,27.0,0.003375,0.25741525423728817
GBM965,6.0,MSC-BMP4,r05,6.0,8000.0,24.0,0.003,0.22881355932203393
GBM965,6.0,MSC-BMP4,r06,6.0,8000.0,32.0,0.004,0.3050847457627119
GBM965,6.0,MSC-BMP4,r07,6.0,8000.0,25.0,0.003125,0.23834745762711868
GBM965,6.0,MSC-BMP4,r08,6.0,8000.0,26.0,0.00325,0.2478813559322034
GBM965,6.0,MSC-BMP4,r09,6.0,8000.0,38.0,0.00475,0.3622881355932204
GBM965,6.0,MSC-BMP4,r10,6.0,8000.0,52.0,0.0065,0.4957627118644068
QNS108,1.0,CTRL,r01,0.0,500.0,16.0,0.032,1.9047619047619049
QNS108,1.0,BMP4,r01,0.0,500.0,14.0,0.028,2.5925925925925926
GBM640,1.0,CTRL,r01,0.0,500.0,2.0,0.004,1.6666666666666665
GBM640,1.0,BMP4,r01,0.0,500.0,2.0,0.004,1.7142857142857142
QNS657,1.0,BMP4,r01,0.0,500.0,3.0,0.006,1.2
QNS657,1.0,BMP4,r02,0.0,500.0,1.0,0.002,0.4
QNS522b,1.0,CTRL,r01,0.0,500.0,13.0,0.026,1.8571428571428572
QNS522b,1.0,BMP4,r01,0.0,500.0,9.0,0.018,1.7419354838709675
QNS522b,1.0,BMP4,r02,0.0,500.0,5.0,0.01,0.967741935483871
QNS522b,1.0,CTRL,r02,0.0,500.0,4.0,0.008,0.5714285714285715
QNS657,1.0,BMP4,r03,0.0,500.0,4.0,0.008,1.6
QNS657,1.0,BMP4,r04,0.0,500.0,2.0,0.004,0.8
GBM640,1.0,BMP4,r02,0.0,500.0,1.0,0.002,0.8571428571428571
QNS108,1.0,BMP4,r02,0.0,500.0,2.0,0.004,0.37037037037037035
QNS108,1.0,CTRL,r02,0.0,500.0,4.0,0.008,0.4761904761904762
GBM640,1.0,CTRL,r03,0.0,500.0,1.0,0.002,0.8333333333333333
GBM640,1.0,BMP4,r03,0.0,500.0,1.0,0.002,0.8571428571428571
QNS657,1.0,BMP4,r05,0.0,500.0,3.0,0.006,1.2
QNS657,1.0,BMP4,r06,0.0,500.0,2.0,0.004,0.8
QNS522b,1.0,CTRL,r03,0.0,500.0,7.0,0.014,1.0000000000000002
QNS522b,1.0,BMP4,r03,0.0,500.0,4.0,0.008,0.7741935483870968
QNS522b,1.0,BMP4,r04,0.0,500.0,5.0,0.01,0.967741935483871
QNS522b,1.0,CTRL,r04,0.0,500.0,6.0,0.012,0.8571428571428572
QNS657,1.0,BMP4,r01,2.0,1000.0,2.0,0.002,0.4
QNS657,1.0,BMP4,r02,2.0,1000.0,2.0,0.002,0.4
GBM640,1.0,BMP4,r04,0.0,500.0,1.0,0.002,0.8571428571428571
GBM640,1.0,CTRL,r04,0.0,500.0,1.0,0.002,0.8333333333333333
QNS108,1.0,BMP4,r04,0.0,500.0,5.0,0.01,0.9259259259259259
QNS108,1.0,CTRL,r04,0.0,500.0,9.0,0.018,1.0714285714285714
QNS108,1.0,CTRL,r05,0.0,500.0,8.0,0.016,0.9523809523809524
QNS108,1.0,BMP4,r05,0.0,500.0,3.0,0.006,0.5555555555555556
GBM640,1.0,CTRL,r05,0.0,500.0,1.0,0.002,0.8333333333333333
GBM640,1.0,BMP4,r05,0.0,500.0,1.0,0.002,0.8571428571428571
QNS657,1.0,BMP4,r03,2.0,1000.0,3.0,0.003,0.6
QNS657,1.0,BMP4,r04,2.0,1000.0,4.0,0.004,0.8
QNS522b,1.0,CTRL,r05,0.0,500.0,5.0,0.01,0.7142857142857144
QNS522b,1.0,BMP4,r05,0.0,500.0,4.0,0.008,0.7741935483870968
QNS522b,1.0,BMP4,r06,0.0,500.0,4.0,0.008,0.7741935483870968
QNS522b,1.0,CTRL,r06,0.0,500.0,7.0,0.014,1.0000000000000002
QNS657,1.0,BMP4,r05,2.0,1000.0,3.0,0.003,0.6
QNS657,1.0,BMP4,r06,2.0,1000.0,3.0,0.003,0.6
GBM640,1.0,BMP4,r06,0.0,500.0,1.0,0.002,0.8571428571428571
GBM640,1.0,CTRL,r06,0.0,500.0,1.0,0.002,0.8333333333333333
QNS108,1.0,BMP4,r06,0.0,500.0,3.0,0.006,0.5555555555555556
QNS108,1.0,CTRL,r06,0.0,500.0,5.0,0.01,0.5952380952380952
GBM640,1.0,BMP4,r01,2.0,1000.0,2.0,0.002,0.8571428571428571
GBM640,1.0,BMP4,r02,2.0,1000.0,1.0,0.001,0.42857142857142855
QNS657,1.0,BMP4,r02,4.0,2000.0,3.0,0.0015,0.3
QNS522b,1.0,CTRL,r01,2.0,1000.0,8.0,0.008,0.5714285714285715
QNS522b,1.0,BMP4,r01,2.0,1000.0,7.0,0.007,0.6774193548387097
QNS522b,1.0,BMP4,r02,2.0,1000.0,7.0,0.007,0.6774193548387097
QNS522b,1.0,CTRL,r02,2.0,1000.0,3.0,0.003,0.2142857142857143
QNS657,1.0,BMP4,r03,4.0,2000.0,4.0,0.002,0.4
QNS657,1.0,BMP4,r04,4.0,2000.0,3.0,0.0015,0.3
GBM640,1.0,BMP4,r03,2.0,1000.0,1.0,0.001,0.42857142857142855
GBM640,1.0,BMP4,r04,2.0,1000.0,2.0,0.002,0.8571428571428571
QNS108,1.0,BMP4,r02,2.0,1000.0,3.0,0.003,0.2777777777777778
QNS108,1.0,CTRL,r02,2.0,1000.0,7.0,0.007,0.4166666666666667
QNS108,1.0,CTRL,r03,2.0,1000.0,8.0,0.008,0.4761904761904762
QNS108,1.0,BMP4,r03,2.0,1000.0,7.0,0.007,0.6481481481481481
GBM640,1.0,BMP4,r05,2.0,1000.0,1.0,0.001,0.42857142857142855
GBM640,1.0,BMP4,r06,2.0,1000.0,1.0,0.001,0.42857142857142855
QNS657,1.0,BMP4,r05,4.0,2000.0,3.0,0.0015,0.3
QNS657,1.0,BMP4,r06,4.0,2000.0,4.0,0.002,0.4
QNS522b,1.0,CTRL,r03,2.0,1000.0,9.0,0.009,0.6428571428571429
QNS522b,1.0,BMP4,r03,2.0,1000.0,6.0,0.006,0.5806451612903226
QNS522b,1.0,CTRL,r04,2.0,1000.0,8.0,0.008,0.5714285714285715
QNS657,2.0,BMP4,r01,4.0,2000.0,4.0,0.002,0.5999999999999999
QNS657,2.0,BMP4,r02,4.0,2000.0,2.0,0.001,0.29999999999999993
GBM640,2.0,BMP4,r01,2.0,1000.0,1.0,0.001,0.29999999999999993
GBM640,2.0,BMP4,r02,2.0,1000.0,2.0,0.002,0.5999999999999999
QNS108,1.0,BMP4,r04,2.0,1000.0,9.0,0.009,0.8333333333333333
QNS108,1.0,CTRL,r04,2.0,1000.0,11.0,0.011,0.6547619047619048
QNS108,1.0,CTRL,r05,2.0,1000.0,9.0,0.009,0.5357142857142857
QNS108,1.0,BMP4,r05,2.0,1000.0,3.0,0.003,0.2777777777777778
GBM640,2.0,BMP4,r03,2.0,1000.0,2.0,0.002,0.5999999999999999
GBM640,2.0,BMP4,r04,2.0,1000.0,2.0,0.002,0.5999999999999999
QNS657,2.0,BMP4,r03,4.0,2000.0,3.0,0.0015,0.4499999999999999
QNS657,2.0,BMP4,r04,4.0,2000.0,2.0,0.001,0.29999999999999993
QNS522b,1.0,CTRL,r05,2.0,1000.0,6.0,0.006,0.4285714285714286
QNS522b,1.0,BMP4,r05,2.0,1000.0,7.0,0.007,0.6774193548387097
QNS522b,1.0,BMP4,r06,2.0,1000.0,5.0,0.005,0.4838709677419355
QNS522b,1.0,CTRL,r06,2.0,1000.0,5.0,0.005,0.3571428571428572
QNS657,2.0,BMP4,r05,4.0,2000.0,2.0,0.001,0.29999999999999993
QNS657,2.0,BMP4,r06,4.0,2000.0,3.0,0.0015,0.4499999999999999
GBM640,2.0,BMP4,r05,2.0,1000.0,2.0,0.002,0.5999999999999999
GBM640,2.0,BMP4,r06,2.0,1000.0,2.0,0.002,0.5999999999999999
QNS108,1.0,BMP4,r06,2.0,1000.0,11.0,0.011,1.0185185185185184
QNS108,1.0,CTRL,r06,2.0,1000.0,11.0,0.011,0.6547619047619048
QNS108,1.0,CTRL,r01,4.0,2000.0,11.0,0.0055,0.3273809523809524
QNS108,1.0,BMP4,r01,4.0,2000.0,9.0,0.0045,0.41666666666666663
GBM640,1.0,BMP4,r01,4.0,2000.0,1.0,0.0005,0.21428571428571427
GBM640,1.0,BMP4,r02,4.0,2000.0,2.0,0.001,0.42857142857142855
QNS657,1.0,BMP4,r01,5.0,4000.0,22.0,0.0055,1.0999999999999999
QNS657,1.0,BMP4,r02,5.0,4000.0,5.0,0.00125,0.25
QNS522b,1.0,CTRL,r01,4.0,2000.0,12.0,0.006,0.4285714285714286
QNS522b,1.0,BMP4,r02,4.0,2000.0,9.0,0.0045,0.4354838709677419
QNS522b,1.0,CTRL,r02,4.0,2000.0,15.0,0.0075,0.5357142857142857
QNS657,1.0,BMP4,r03,5.0,4000.0,6.0,0.0015,0.3
QNS657,1.0,BMP4,r04,5.0,4000.0,6.0,0.0015,0.3
GBM640,1.0,BMP4,r04,4.0,2000.0,1.0,0.0005,0.21428571428571427
QNS108,1.0,BMP4,r02,4.0,2000.0,11.0,0.0055,0.5092592592592592
QNS108,1.0,CTRL,r02,4.0,2000.0,7.0,0.0035,0.20833333333333334
QNS108,1.0,CTRL,r03,4.0,2000.0,9.0,0.0045,0.26785714285714285
QNS108,1.0,BMP4,r03,4.0,2000.0,5.0,0.0025,0.23148148148148148
GBM640,1.0,BMP4,r05,4.0,2000.0,1.0,0.0005,0.21428571428571427
GBM640,1.0,BMP4,r06,4.0,2000.0,1.0,0.0005,0.21428571428571427
QNS657,1.0,BMP4,r05,5.0,4000.0,4.0,0.001,0.2
QNS657,1.0,BMP4,r06,5.0,4000.0,6.0,0.0015,0.3
QNS522b,1.0,CTRL,r03,4.0,2000.0,8.0,0.004,0.28571428571428575
QNS522b,1.0,CTRL,r04,4.0,2000.0,8.0,0.004,0.28571428571428575
QNS657,1.0,BMP4,r01,6.0,8000.0,11.0,0.001375,0.27499999999999997
QNS657,1.0,BMP4,r02,6.0,8000.0,16.0,0.002,0.4
GBM640,2.0,BMP4,r01,4.0,2000.0,1.0,0.0005,0.14999999999999997
GBM640,2.0,BMP4,r02,4.0,2000.0,2.0,0.001,0.29999999999999993
QNS108,1.0,BMP4,r04,4.0,2000.0,6.0,0.003,0.2777777777777778
QNS108,1.0,CTRL,r04,4.0,2000.0,5.0,0.0025,0.1488095238095238
QNS108,1.0,CTRL,r05,4.0,2000.0,6.0,0.003,0.17857142857142858
QNS108,1.0,BMP4,r05,4.0,2000.0,3.0,0.0015,0.1388888888888889
GBM640,2.0,BMP4,r03,4.0,2000.0,2.0,0.001,0.29999999999999993
GBM640,2.0,BMP4,r04,4.0,2000.0,2.0,0.001,0.29999999999999993
QNS657,1.0,BMP4,r03,6.0,8000.0,5.0,0.000625,0.125
QNS657,1.0,BMP4,r04,6.0,8000.0,5.0,0.000625,0.125
QNS522b,1.0,CTRL,r05,4.0,2000.0,8.0,0.004,0.28571428571428575
QNS522b,1.0,BMP4,r05,4.0,2000.0,4.0,0.002,0.1935483870967742
QNS522b,1.0,BMP4,r06,4.0,2000.0,5.0,0.0025,0.24193548387096775
QNS522b,1.0,CTRL,r06,4.0,2000.0,4.0,0.002,0.14285714285714288
QNS657,1.0,BMP4,r05,6.0,8000.0,8.0,0.001,0.2
QNS657,1.0,BMP4,r06,6.0,8000.0,6.0,0.00075,0.15
GBM640,2.0,BMP4,r05,4.0,2000.0,2.0,0.001,0.29999999999999993
GBM640,2.0,BMP4,r06,4.0,2000.0,2.0,0.001,0.29999999999999993
QNS108,1.0,BMP4,r06,4.0,2000.0,2.0,0.001,0.09259259259259259
QNS108,1.0,CTRL,r01,5.0,4000.0,8.0,0.002,0.11904761904761905
QNS108,1.0,BMP4,r01,5.0,4000.0,11.0,0.00275,0.2546296296296296
GBM640,1.0,CTRL,r01,5.0,4000.0,1.0,0.00025,0.10416666666666666
GBM640,1.0,BMP4,r01,5.0,4000.0,3.0,0.00075,0.3214285714285714
QNS657,2.0,BMP4,r01,0.0,500.0,2.0,0.004,1.1999999999999997
QNS657,2.0,BMP4,r02,0.0,500.0,2.0,0.004,1.1999999999999997
QNS522b,1.0,CTRL,r01,5.0,4000.0,22.0,0.0055,0.39285714285714285
QNS522b,1.0,BMP4,r01,5.0,4000.0,22.0,0.0055,0.532258064516129
QNS522b,1.0,BMP4,r02,5.0,4000.0,13.0,0.00325,0.31451612903225806
QNS522b,1.0,CTRL,r02,5.0,4000.0,14.0,0.0035,0.25000000000000006
QNS657,2.0,BMP4,r03,0.0,500.0,2.0,0.004,1.1999999999999997
QNS657,2.0,BMP4,r04,0.0,500.0,2.0,0.004,1.1999999999999997
GBM640,1.0,CTRL,r02,5.0,4000.0,9.0,0.00225,0.9374999999999999
QNS108,1.0,BMP4,r02,5.0,4000.0,9.0,0.00225,0.20833333333333331
QNS108,1.0,CTRL,r02,5.0,4000.0,12.0,0.003,0.17857142857142858
QNS108,1.0,CTRL,r03,5.0,4000.0,7.0,0.00175,0.10416666666666667
QNS108,1.0,BMP4,r03,5.0,4000.0,11.0,0.00275,0.2546296296296296
GBM640,1.0,CTRL,r03,5.0,4000.0,2.0,0.0005,0.20833333333333331
QNS657,2.0,BMP4,r05,0.0,500.0,1.0,0.002,0.5999999999999999
QNS657,2.0,BMP4,r06,0.0,500.0,1.0,0.002,0.5999999999999999
QNS522b,1.0,CTRL,r03,5.0,4000.0,18.0,0.0045,0.32142857142857145
QNS522b,1.0,BMP4,r04,5.0,4000.0,14.0,0.0035,0.33870967741935487
QNS522b,1.0,CTRL,r04,5.0,4000.0,11.0,0.00275,0.19642857142857142
QNS657,2.0,BMP4,r01,2.0,1000.0,2.0,0.002,0.5999999999999999
QNS657,2.0,BMP4,r02,2.0,1000.0,3.0,0.003,0.8999999999999998
GBM640,1.0,BMP4,r04,5.0,4000.0,2.0,0.0005,0.21428571428571427
GBM640,1.0,CTRL,r04,5.0,4000.0,4.0,0.001,0.41666666666666663
QNS108,1.0,BMP4,r04,5.0,4000.0,8.0,0.002,0.18518518518518517
QNS108,1.0,CTRL,r04,5.0,4000.0,11.0,0.00275,0.1636904761904762
QNS108,1.0,CTRL,r05,5.0,4000.0,6.0,0.0015,0.08928571428571429
QNS108,1.0,BMP4,r05,5.0,4000.0,4.0,0.001,0.09259259259259259
GBM640,1.0,CTRL,r05,5.0,4000.0,2.0,0.0005,0.20833333333333331
GBM640,1.0,BMP4,r05,5.0,4000.0,2.0,0.0005,0.21428571428571427
QNS657,2.0,BMP4,r03,2.0,1000.0,2.0,0.002,0.5999999999999999
QNS657,2.0,BMP4,r04,2.0,1000.0,2.0,0.002,0.5999999999999999
QNS522b,1.0,CTRL,r05,5.0,4000.0,8.0,0.002,0.14285714285714288
QNS522b,1.0,BMP4,r05,5.0,4000.0,7.0,0.00175,0.16935483870967744
QNS522b,1.0,BMP4,r06,5.0,4000.0,8.0,0.002,0.1935483870967742
QNS522b,1.0,CTRL,r06,5.0,4000.0,7.0,0.00175,0.12500000000000003
QNS657,2.0,BMP4,r05,2.0,1000.0,2.0,0.002,0.5999999999999999
QNS657,2.0,BMP4,r06,2.0,1000.0,2.0,0.002,0.5999999999999999
GBM640,1.0,BMP4,r06,5.0,4000.0,2.0,0.0005,0.21428571428571427
GBM640,1.0,CTRL,r06,5.0,4000.0,4.0,0.001,0.41666666666666663
QNS108,1.0,BMP4,r06,5.0,4000.0,9.0,0.00225,0.20833333333333331
QNS108,1.0,CTRL,r06,5.0,4000.0,9.0,0.00225,0.13392857142857142
QNS108,1.0,CTRL,r01,6.0,8000.0,27.0,0.003375,0.20089285714285715
QNS108,1.0,BMP4,r01,6.0,8000.0,25.0,0.003125,0.28935185185185186
GBM640,1.0,BMP4,r01,6.0,8000.0,4.0,0.0005,0.21428571428571427
QNS657,2.0,BMP4,r01,5.0,4000.0,5.0,0.00125,0.37499999999999994
QNS657,2.0,BMP4,r02,5.0,4000.0,3.0,0.00075,0.22499999999999995
QNS522b,1.0,CTRL,r01,6.0,8000.0,29.0,0.003625,0.25892857142857145
QNS522b,1.0,BMP4,r01,6.0,8000.0,18.0,0.00225,0.21774193548387094
QNS522b,1.0,BMP4,r02,6.0,8000.0,17.0,0.002125,0.2056451612903226
QNS522b,1.0,CTRL,r02,6.0,8000.0,21.0,0.002625,0.18750000000000003
GBM640,1.0,BMP4,r03,6.0,8000.0,4.0,0.0005,0.21428571428571427
GBM640,1.0,BMP4,r04,6.0,8000.0,4.0,0.0005,0.21428571428571427
QNS108,1.0,BMP4,r02,6.0,8000.0,28.0,0.0035,0.32407407407407407
QNS108,1.0,CTRL,r02,6.0,8000.0,33.0,0.004125,0.2455357142857143
QNS108,1.0,CTRL,r03,6.0,8000.0,13.0,0.001625,0.09672619047619048
QNS108,1.0,BMP4,r03,6.0,8000.0,13.0,0.001625,0.15046296296296294
GBM640,1.0,BMP4,r06,6.0,8000.0,4.0,0.0005,0.21428571428571427
QNS657,2.0,BMP4,r05,5.0,4000.0,4.0,0.001,0.29999999999999993
QNS657,2.0,BMP4,r06,5.0,4000.0,4.0,0.001,0.29999999999999993
QNS522b,1.0,CTRL,r03,6.0,8000.0,17.0,0.002125,0.1517857142857143
QNS522b,1.0,BMP4,r03,6.0,8000.0,17.0,0.002125,0.2056451612903226
QNS522b,1.0,BMP4,r04,6.0,8000.0,13.0,0.001625,0.15725806451612903
QNS522b,1.0,CTRL,r04,6.0,8000.0,18.0,0.00225,0.16071428571428573
QNS657,2.0,BMP4,r01,6.0,8000.0,6.0,0.00075,0.22499999999999995
QNS657,2.0,BMP4,r02,6.0,8000.0,7.0,0.000875,0.26249999999999996
GBM640,2.0,BMP4,r01,6.0,8000.0,11.0,0.001375,0.4124999999999999
GBM640,2.0,BMP4,r02,6.0,8000.0,12.0,0.0015,0.4499999999999999
QNS108,1.0,CTRL,r05,6.0,8000.0,15.0,0.001875,0.11160714285714286
QNS108,1.0,BMP4,r05,6.0,8000.0,17.0,0.002125,0.19675925925925927
GBM640,2.0,BMP4,r03,6.0,8000.0,9.0,0.001125,0.3374999999999999
GBM640,2.0,BMP4,r04,6.0,8000.0,13.0,0.001625,0.4874999999999999
QNS522b,1.0,CTRL,r05,6.0,8000.0,19.0,0.002375,0.16964285714285715
QNS522b,1.0,BMP4,r05,6.0,8000.0,12.0,0.0015,0.14516129032258066
QNS522b,1.0,CTRL,r06,6.0,8000.0,12.0,0.0015,0.10714285714285715
QNS657,2.0,BMP4,r05,6.0,8000.0,9.0,0.001125,0.3374999999999999
QNS657,2.0,BMP4,r06,6.0,8000.0,7.0,0.000875,0.26249999999999996
GBM640,2.0,BMP4,r05,6.0,8000.0,13.0,0.001625,0.4874999999999999
GBM640,2.0,BMP4,r06,6.0,8000.0,12.0,0.0015,0.4499999999999999
QNS108,1.0,BMP4,r06,6.0,8000.0,8.0,0.001,0.09259259259259259
QNS108,1.0,CTRL,r06,6.0,8000.0,21.0,0.002625,0.15625000000000003
QNS166,1.0,BMP4,r01,0.0,500.0,1.0,0.002,1.0
QNS166,1.0,BMP4,r02,0.0,500.0,1.0,0.002,1.0
QNS315,1.0,CTRL,r01,0.0,500.0,1.0,0.002,0.5
QNS315,1.0,BMP4,r01,0.0,500.0,2.0,0.004,1.0909090909090908
GBM963,1.0,BMP4,r01,0.0,500.0,1.0,0.002,0.46153846153846156
GBM963,1.0,BMP4,r02,0.0,500.0,4.0,0.008,1.8461538461538463
GBM963,1.0,BMP4,r03,0.0,500.0,2.0,0.004,0.9230769230769231
GBM963,1.0,BMP4,r04,0.0,500.0,1.0,0.002,0.46153846153846156
QNS315,1.0,BMP4,r02,0.0,500.0,2.0,0.004,1.0909090909090908
QNS315,1.0,CTRL,r02,0.0,500.0,2.0,0.004,1.0
QNS166,1.0,BMP4,r03,0.0,500.0,1.0,0.002,1.0
QNS166,1.0,BMP4,r04,0.0,500.0,1.0,0.002,1.0
QNS166,1.0,BMP4,r05,0.0,500.0,1.0,0.002,1.0
QNS166,1.0,BMP4,r06,0.0,500.0,1.0,0.002,1.0
QNS315,1.0,CTRL,r03,0.0,500.0,2.0,0.004,1.0
QNS315,1.0,BMP4,r03,0.0,500.0,2.0,0.004,1.0909090909090908
GBM963,1.0,BMP4,r05,0.0,500.0,3.0,0.006,1.3846153846153848
GBM963,1.0,BMP4,r06,0.0,500.0,2.0,0.004,0.9230769230769231
GBM963,1.0,BMP4,r01,2.0,1000.0,3.0,0.003,0.6923076923076924
GBM963,1.0,BMP4,r02,2.0,1000.0,2.0,0.002,0.46153846153846156
QNS315,1.0,BMP4,r04,0.0,500.0,2.0,0.004,1.0909090909090908
QNS315,1.0,CTRL,r04,0.0,500.0,1.0,0.002,0.5
QNS166,1.0,BMP4,r01,2.0,1000.0,1.0,0.001,0.5
QNS166,1.0,BMP4,r02,2.0,1000.0,1.0,0.001,0.5
QNS166,1.0,BMP4,r03,2.0,1000.0,1.0,0.001,0.5
QNS315,1.0,CTRL,r05,0.0,500.0,3.0,0.006,1.5
QNS315,1.0,BMP4,r05,0.0,500.0,1.0,0.002,0.5454545454545454
GBM963,1.0,BMP4,r03,2.0,1000.0,4.0,0.004,0.9230769230769231
GBM963,1.0,BMP4,r04,2.0,1000.0,2.0,0.002,0.46153846153846156
GBM963,1.0,BMP4,r05,2.0,1000.0,5.0,0.005,1.153846153846154
GBM963,1.0,BMP4,r06,2.0,1000.0,6.0,0.006,1.3846153846153848
QNS315,1.0,BMP4,r06,0.0,500.0,2.0,0.004,1.0909090909090908
QNS315,1.0,CTRL,r06,0.0,500.0,3.0,0.006,1.5
QNS166,1.0,BMP4,r05,2.0,1000.0,1.0,0.001,0.5
QNS166,1.0,BMP4,r06,2.0,1000.0,1.0,0.001,0.5
QNS166,1.0,BMP4,r01,4.0,2000.0,2.0,0.001,0.5
QNS166,1.0,BMP4,r02,4.0,2000.0,3.0,0.0015,0.75
QNS315,1.0,CTRL,r01,2.0,1000.0,4.0,0.004,1.0
QNS315,1.0,BMP4,r01,2.0,1000.0,6.0,0.006,1.6363636363636362
GBM963,1.0,BMP4,r01,4.0,2000.0,4.0,0.002,0.46153846153846156
GBM963,1.0,BMP4,r02,4.0,2000.0,5.0,0.0025,0.576923076923077
GBM963,1.0,BMP4,r03,4.0,2000.0,9.0,0.0045,1.0384615384615383
GBM963,1.0,BMP4,r04,4.0,2000.0,6.0,0.003,0.6923076923076924
QNS315,1.0,BMP4,r02,2.0,1000.0,3.0,0.003,0.8181818181818181
QNS315,1.0,CTRL,r02,2.0,1000.0,3.0,0.003,0.75
QNS166,1.0,BMP4,r03,4.0,2000.0,2.0,0.001,0.5
QNS166,1.0,BMP4,r04,4.0,2000.0,3.0,0.0015,0.75
QNS166,1.0,BMP4,r05,4.0,2000.0,1.0,0.0005,0.25
QNS166,1.0,BMP4,r06,4.0,2000.0,2.0,0.001,0.5
QNS315,1.0,CTRL,r03,2.0,1000.0,4.0,0.004,1.0
QNS315,1.0,BMP4,r03,2.0,1000.0,5.0,0.005,1.3636363636363635
GBM963,1.0,BMP4,r05,4.0,2000.0,9.0,0.0045,1.0384615384615383
GBM963,1.0,BMP4,r06,4.0,2000.0,8.0,0.004,0.9230769230769231
GBM963,1.0,BMP4,r02,5.0,4000.0,12.0,0.003,0.6923076923076924
QNS315,1.0,BMP4,r04,2.0,1000.0,6.0,0.006,1.6363636363636362
QNS315,1.0,CTRL,r04,2.0,1000.0,8.0,0.008,2.0
QNS166,1.0,BMP4,r01,5.0,4000.0,4.0,0.001,0.5
QNS166,1.0,BMP4,r02,5.0,4000.0,3.0,0.00075,0.375
QNS166,1.0,BMP4,r03,5.0,4000.0,3.0,0.00075,0.375
QNS166,1.0,BMP4,r04,5.0,4000.0,3.0,0.00075,0.375
QNS315,1.0,CTRL,r05,2.0,1000.0,2.0,0.002,0.5
QNS315,1.0,BMP4,r05,2.0,1000.0,5.0,0.005,1.3636363636363635
GBM963,1.0,BMP4,r03,5.0,4000.0,16.0,0.004,0.9230769230769231
GBM963,1.0,BMP4,r04,5.0,4000.0,14.0,0.0035,0.8076923076923077
GBM963,1.0,BMP4,r05,5.0,4000.0,19.0,0.00475,1.0961538461538463
GBM963,1.0,BMP4,r06,5.0,4000.0,18.0,0.0045,1.0384615384615383
QNS315,1.0,BMP4,r06,2.0,1000.0,4.0,0.004,1.0909090909090908
QNS315,1.0,CTRL,r06,2.0,1000.0,5.0,0.005,1.25
QNS166,1.0,BMP4,r05,5.0,4000.0,5.0,0.00125,0.625
QNS166,1.0,BMP4,r06,5.0,4000.0,2.0,0.0005,0.25
QNS166,1.0,BMP4,r01,6.0,8000.0,5.0,0.000625,0.3125
