cline,rep,group,Exp,dose,ncells,ncolonies,pe,norm_pe
GBM965,4.0,MSC-BMP4,r03,2.0,500.0,11.0,0.022,0.8870967741935484
QNS120,1.0,MSC-EV,r06,6.0,2000.0,2.0,0.001,0.21428571428571427
QNS120,1.0,MSC-EV,r01,4.0,1000.0,1.0,0.001,0.21428571428571427
QNS120,1.0,MSC-EV,r04,4.0,1000.0,2.0,0.002,0.42857142857142855
QNS120,1.0,MSC-EV,r05,4.0,1000.0,1.0,0.001,0.21428571428571427
QNS120,1.0,MSC-EV,r02,4.0,1000.0,1.0,0.001,0.21428571428571427
QNS120,1.0,MSC-EV,r03,4.0,1000.0,1.0,0.001,0.21428571428571427
QNS120,1.0,MSC-EV,r06,4.0,1000.0,2.0,0.002,0.42857142857142855
QNS120,2.0,CTRL,r04,2.0,500.0,1.0,0.002,0.5
QNS120,2.0,CTRL,r05,2.0,500.0,2.0,0.004,1.0
QNS120,2.0,CTRL,r06,2.0,500.0,1.0,0.002,0.5
GBM965,4.0,MSC-BMP4,r06,2.0,500.0,11.0,0.022,0.8870967741935484
GBM965,4.0,BMP4,r06,2.0,500.0,8.0,0.016,0.6857142857142857
GBM965,4.0,FBS,r06,2.0,500.0,13.0,0.026,0.8783783783783784
GBM965,4.0,CTRL,r06,2.0,500.0,9.0,0.018,0.9642857142857141
GBM965,4.0,CTRL,r01,2.0,500.0,11.0,0.022,1.1785714285714284
GBM965,4.0,BMP4,r01,2.0,500.0,7.0,0.014,0.6
GBM965,4.0,MSC-EV,r01,2.0,500.0,9.0,0.018,0.8999999999999999
GBM965,4.0,MSC-BMP4,r01,2.0,500.0,19.0,0.038,1.532258064516129
QNS120,2.0,CTRL,r02,2.0,500.0,1.0,0.002,0.5
QNS120,2.0,CTRL,r04,2.0,500.0,2.0,0.004,1.0
QNS120,2.0,CTRL,r06,2.0,500.0,1.0,0.002,0.5
QNS120,1.0,MSC-EV,r01,0.0,250.0,2.0,0.008,1.7142857142857142
QNS120,1.0,MSC-EV,r04,0.0,250.0,1.0,0.004,0.8571428571428571
QNS120,1.0,MSC-EV,r05,0.0,250.0,1.0,0.004,0.8571428571428571
QNS120,1.0,MSC-EV,r02,0.0,250.0,1.0,0.004,0.8571428571428571
QNS120,1.0,MSC-EV,r03,0.0,250.0,1.0,0.004,0.8571428571428571
QNS120,1.0,MSC-EV,r06,0.0,250.0,1.0,0.004,0.8571428571428571
GBM965,4.0,MSC-BMP4,r04,2.0,500.0,11.0,0.022,0.8870967741935484
GBM965,4.0,MSC-EV,r04,2.0,500.0,9.0,0.018,0.8999999999999999
GBM965,4.0,BMP4,r04,2.0,500.0,13.0,0.026,1.114285714285714
GBM965,4.0,FBS,r04,2.0,500.0,15.0,0.03,1.0135135135135136
GBM965,4.0,CTRL,r04,2.0,500.0,9.0,0.018,0.9642857142857141
GBM965,4.0,CTRL,r05,2.0,500.0,7.0,0.014,0.75
GBM965,4.0,FBS,r05,2.0,500.0,14.0,0.028,0.945945945945946
GBM965,4.0,BMP4,r05,2.0,500.0,9.0,0.018,0.7714285714285714
GBM965,4.0,MSC-BMP4,r05,2.0,500.0,13.0,0.026,1.0483870967741935
QNS120,2.0,FBS,r02,6.0,2000.0,2.0,0.001,0.25
QNS120,2.0,FBS,r03,6.0,2000.0,3.0,0.0015,0.375
QNS120,2.0,FBS,r04,6.0,2000.0,2.0,0.001,0.25
QNS120,2.0,FBS,r05,6.0,2000.0,3.0,0.0015,0.375
QNS120,2.0,FBS,r06,6.0,2000.0,2.0,0.001,0.25
QNS120,2.0,FBS,r01,4.0,1000.0,2.0,0.002,0.5
QNS120,2.0,FBS,r02,4.0,1000.0,3.0,0.003,0.75
QNS120,2.0,FBS,r03,4.0,1000.0,3.0,0.003,0.75
QNS120,2.0,FBS,r04,4.0,1000.0,1.0,0.001,0.25
QNS120,2.0,FBS,r05,4.0,1000.0,2.0,0.002,0.5
GBM965,4.0,MSC-BMP4,r02,0.0,250.0,3.0,0.012,0.4838709677419355
GBM965,4.0,MSC-EV,r02,0.0,250.0,5.0,0.02,1.0
GBM965,4.0,BMP4,r02,0.0,250.0,5.0,0.02,0.8571428571428571
GBM965,4.0,FBS,r02,0.0,250.0,9.0,0.036,1.2162162162162162
GBM965,4.0,CTRL,r02,0.0,250.0,6.0,0.024,1.2857142857142856
GBM965,4.0,CTRL,r03,0.0,250.0,4.0,0.016,0.8571428571428571
GBM965,4.0,BMP4,r03,0.0,250.0,7.0,0.028,1.2
GBM965,4.0,MSC-EV,r03,0.0,250.0,3.0,0.012,0.6
GBM965,4.0,MSC-BMP4,r03,0.0,250.0,5.0,0.02,0.8064516129032259
QNS120,2.0,MSC-EV,r01,2.0,500.0,1.0,0.002,0.42857142857142855
QNS120,2.0,MSC-EV,r02,2.0,500.0,1.0,0.002,0.42857142857142855
QNS120,2.0,MSC-EV,r03,2.0,500.0,2.0,0.004,0.8571428571428571
QNS120,2.0,MSC-EV,r04,2.0,500.0,2.0,0.004,0.8571428571428571
QNS120,2.0,MSC-EV,r05,2.0,500.0,2.0,0.004,0.8571428571428571
QNS120,2.0,MSC-EV,r06,2.0,500.0,1.0,0.002,0.42857142857142855
QNS120,2.0,FBS,r01,0.0,250.0,1.0,0.004,1.0
QNS120,2.0,FBS,r02,0.0,250.0,1.0,0.004,1.0
QNS120,2.0,FBS,r03,0.0,250.0,1.0,0.004,1.0
GBM965,4.0,MSC-EV,r06,0.0,250.0,7.0,0.028,1.4
GBM965,4.0,BMP4,r06,0.0,250.0,3.0,0.012,0.5142857142857142
GBM965,4.0,FBS,r06,0.0,250.0,9.0,0.036,1.2162162162162162
GBM965,4.0,CTRL,r06,0.0,250.0,6.0,0.024,1.2857142857142856
GBM965,4.0,CTRL,r01,0.0,250.0,5.0,0.02,1.0714285714285714
GBM965,4.0,FBS,r01,0.0,250.0,7.0,0.028,0.945945945945946
GBM965,4.0,BMP4,r01,0.0,250.0,7.0,0.028,1.2
GBM965,4.0,MSC-EV,r01,0.0,250.0,6.0,0.024,1.2
GBM965,4.0,MSC-BMP4,r01,0.0,250.0,5.0,0.02,0.8064516129032259
QNS120,2.0,FBS,r04,0.0,250.0,1.0,0.004,1.0
QNS120,2.0,FBS,r05,0.0,250.0,1.0,0.004,1.0
QNS120,2.0,FBS,r06,0.0,250.0,1.0,0.004,1.0
QNS120,1.0,FBS,r02,6.0,2000.0,1.0,0.0005,0.125
QNS120,1.0,FBS,r03,6.0,2000.0,2.0,0.001,0.25
QNS120,1.0,FBS,r06,6.0,2000.0,1.0,0.0005,0.125
QNS120,1.0,FBS,r01,4.0,1000.0,1.0,0.001,0.25
GBM965,4.0,MSC-BMP4,r04,0.0,250.0,9.0,0.036,1.4516129032258065
GBM965,4.0,MSC-EV,r04,0.0,250.0,4.0,0.016,0.8
GBM965,4.0,BMP4,r04,0.0,250.0,5.0,0.02,0.8571428571428571
GBM965,4.0,FBS,r04,0.0,250.0,6.0,0.024,0.8108108108108109
GBM965,4.0,CTRL,r04,0.0,250.0,4.0,0.016,0.8571428571428571
GBM965,4.0,CTRL,r05,0.0,250.0,3.0,0.012,0.6428571428571428
GBM965,4.0,FBS,r05,0.0,250.0,6.0,0.024,0.8108108108108109
GBM965,4.0,BMP4,r05,0.0,250.0,8.0,0.032,1.3714285714285714
GBM965,4.0,MSC-EV,r05,0.0,250.0,5.0,0.02,1.0
GBM965,4.0,MSC-BMP4,r05,0.0,250.0,9.0,0.036,1.4516129032258065
QNS120,1.0,FBS,r04,4.0,1000.0,1.0,0.001,0.25
QNS120,1.0,FBS,r05,4.0,1000.0,1.0,0.001,0.25
QNS120,1.0,FBS,r02,4.0,1000.0,1.0,0.001,0.25
GBM626,2.0,BMP4,r01,0.0,250.0,2.0,0.008,0.46153846153846156
GBM626,2.0,BMP4,r04,0.0,250.0,5.0,0.02,1.153846153846154
GBM626,2.0,BMP4,r05,0.0,250.0,7.0,0.028,1.6153846153846154
GBM626,2.0,BMP4,r02,0.0,250.0,5.0,0.02,1.153846153846154
GBM626,2.0,BMP4,r03,0.0,250.0,3.0,0.012,0.6923076923076924
GBM549,1.0,FBS,r02,6.0,2000.0,2.0,0.001,0.038461538461538464
GBM549,1.0,CTRL,r03,6.0,2000.0,1.0,0.0005,0.022058823529411763
GBM549,1.0,FBS,r03,6.0,2000.0,4.0,0.002,0.07692307692307693
GBM626,2.0,BMP4,r06,0.0,250.0,4.0,0.016,0.9230769230769231
GBM626,2.0,BMP4,r01,2.0,500.0,4.0,0.008,0.46153846153846156
GBM626,2.0,BMP4,r05,2.0,500.0,2.0,0.004,0.23076923076923078
GBM626,2.0,BMP4,r02,2.0,500.0,4.0,0.008,0.46153846153846156
GBM626,2.0,BMP4,r03,2.0,500.0,2.0,0.004,0.23076923076923078
GBM626,2.0,BMP4,r06,2.0,500.0,1.0,0.002,0.11538461538461539
GBM626,2.0,BMP4,r04,4.0,1000.0,1.0,0.001,0.057692307692307696
GBM626,2.0,BMP4,r05,4.0,1000.0,2.0,0.002,0.11538461538461539
GBM549,1.0,CTRL,r01,6.0,2000.0,1.0,0.0005,0.022058823529411763
GBM549,1.0,FBS,r01,6.0,2000.0,1.0,0.0005,0.019230769230769232
GBM549,1.0,BMP4,r01,6.0,2000.0,1.0,0.0005,0.0234375
GBM626,2.0,BMP4,r03,4.0,1000.0,1.0,0.001,0.057692307692307696
GBM626,2.0,BMP4,r06,4.0,1000.0,1.0,0.001,0.057692307692307696
GBM626,2.0,BMP4,r04,6.0,2000.0,1.0,0.0005,0.028846153846153848
GBM626,2.0,BMP4,r02,6.0,2000.0,1.0,0.0005,0.028846153846153848
GBM626,2.0,BMP4,r06,6.0,2000.0,1.0,0.0005,0.028846153846153848
GBM626,2.0,CTRL,r01,0.0,250.0,8.0,0.032,0.9523809523809522
GBM549,1.0,MSC-BMP4,r04,6.0,2000.0,1.0,0.0005,0.03571428571428571
GBM549,1.0,CTRL,r04,6.0,2000.0,5.0,0.0025,0.11029411764705882
GBM626,2.0,CTRL,r04,0.0,250.0,9.0,0.036,1.0714285714285712
GBM626,2.0,CTRL,r05,0.0,250.0,9.0,0.036,1.0714285714285712
GBM626,2.0,CTRL,r02,0.0,250.0,7.0,0.028,0.8333333333333333
GBM626,2.0,CTRL,r06,0.0,250.0,9.0,0.036,1.0714285714285712
GBM626,2.0,CTRL,r01,2.0,500.0,15.0,0.03,0.8928571428571427
GBM626,2.0,CTRL,r04,2.0,500.0,7.0,0.014,0.41666666666666663
GBM626,2.0,CTRL,r05,2.0,500.0,6.0,0.012,0.3571428571428571
GBM626,2.0,CTRL,r02,2.0,500.0,7.0,0.014,0.41666666666666663
GBM626,2.0,CTRL,r03,2.0,500.0,13.0,0.026,0.7738095238095236
GBM549,1.0,MSC-BMP4,r02,4.0,1000.0,2.0,0.002,0.14285714285714285
GBM549,1.0,BMP4,r02,4.0,1000.0,3.0,0.003,0.140625
GBM549,1.0,FBS,r02,4.0,1000.0,1.0,0.001,0.038461538461538464
GBM549,1.0,CTRL,r02,4.0,1000.0,2.0,0.002,0.08823529411764705
GBM549,1.0,CTRL,r03,4.0,1000.0,4.0,0.004,0.1764705882352941
GBM549,1.0,BMP4,r03,4.0,1000.0,2.0,0.002,0.09375
GBM549,1.0,MSC-EV,r03,4.0,1000.0,3.0,0.003,0.15
GBM626,2.0,CTRL,r06,2.0,500.0,8.0,0.016,0.4761904761904761
GBM626,2.0,CTRL,r04,4.0,1000.0,4.0,0.004,0.11904761904761903
GBM626,2.0,CTRL,r05,4.0,1000.0,4.0,0.004,0.11904761904761903
GBM626,2.0,CTRL,r02,4.0,1000.0,6.0,0.006,0.17857142857142855
GBM626,2.0,CTRL,r03,4.0,1000.0,7.0,0.007,0.20833333333333331
GBM626,2.0,CTRL,r06,4.0,1000.0,5.0,0.005,0.14880952380952378
GBM626,2.0,CTRL,r01,6.0,2000.0,1.0,0.0005,0.014880952380952378
GBM626,2.0,CTRL,r04,6.0,2000.0,1.0,0.0005,0.014880952380952378
GBM626,2.0,CTRL,r05,6.0,2000.0,2.0,0.001,0.029761904761904757
GBM549,1.0,MSC-BMP4,r06,4.0,1000.0,2.0,0.002,0.14285714285714285
GBM549,1.0,BMP4,r06,4.0,1000.0,1.0,0.001,0.046875
GBM549,1.0,FBS,r06,4.0,1000.0,4.0,0.004,0.15384615384615385
GBM549,1.0,CTRL,r06,4.0,1000.0,3.0,0.003,0.1323529411764706
GBM549,1.0,CTRL,r01,4.0,1000.0,4.0,0.004,0.1764705882352941
GBM549,1.0,FBS,r01,4.0,1000.0,3.0,0.003,0.11538461538461539
GBM549,1.0,BMP4,r01,4.0,1000.0,5.0,0.005,0.234375
GBM549,1.0,MSC-EV,r01,4.0,1000.0,2.0,0.002,0.1
GBM549,1.0,MSC-BMP4,r01,4.0,1000.0,1.0,0.001,0.07142857142857142
GBM626,2.0,CTRL,r02,6.0,2000.0,1.0,0.0005,0.014880952380952378
GBM626,2.0,CTRL,r03,6.0,2000.0,8.0,0.004,0.11904761904761903
GBM626,2.0,CTRL,r06,6.0,2000.0,3.0,0.0015,0.04464285714285714
GBM626,2.0,MSC-EV,r01,0.0,250.0,5.0,0.02,0.8064516129032259
GBM626,2.0,MSC-EV,r04,0.0,250.0,5.0,0.02,0.8064516129032259
GBM626,2.0,MSC-EV,r05,0.0,250.0,8.0,0.032,1.2903225806451613
GBM626,2.0,MSC-EV,r03,0.0,250.0,7.0,0.028,1.1290322580645162
GBM626,2.0,MSC-EV,r06,0.0,250.0,6.0,0.024,0.967741935483871
GBM626,2.0,MSC-EV,r01,2.0,500.0,2.0,0.004,0.16129032258064516
GBM549,1.0,MSC-BMP4,r04,4.0,1000.0,2.0,0.002,0.14285714285714285
GBM549,1.0,MSC-EV,r04,4.0,1000.0,3.0,0.003,0.15
GBM549,1.0,BMP4,r04,4.0,1000.0,2.0,0.002,0.09375
GBM549,1.0,FBS,r04,4.0,1000.0,3.0,0.003,0.11538461538461539
GBM549,1.0,CTRL,r04,4.0,1000.0,5.0,0.005,0.22058823529411764
GBM549,1.0,CTRL,r05,4.0,1000.0,8.0,0.008,0.3529411764705882
GBM549,1.0,FBS,r05,4.0,1000.0,3.0,0.003,0.11538461538461539
GBM549,1.0,BMP4,r05,4.0,1000.0,5.0,0.005,0.234375
GBM626,2.0,MSC-EV,r04,2.0,500.0,1.0,0.002,0.08064516129032258
GBM626,2.0,MSC-EV,r06,2.0,500.0,3.0,0.006,0.24193548387096775
GBM549,1.0,MSC-BMP4,r02,2.0,500.0,2.0,0.004,0.2857142857142857
GBM549,1.0,MSC-EV,r02,2.0,500.0,2.0,0.004,0.2
GBM549,1.0,BMP4,r02,2.0,500.0,4.0,0.008,0.375
GBM549,1.0,FBS,r02,2.0,500.0,6.0,0.012,0.46153846153846156
GBM549,1.0,CTRL,r02,2.0,500.0,4.0,0.008,0.3529411764705882
GBM549,1.0,CTRL,r03,2.0,500.0,5.0,0.01,0.4411764705882353
GBM549,1.0,FBS,r03,2.0,500.0,3.0,0.006,0.23076923076923078
GBM549,1.0,BMP4,r03,2.0,500.0,6.0,0.012,0.5625
GBM549,1.0,MSC-EV,r03,2.0,500.0,2.0,0.004,0.2
GBM549,1.0,MSC-BMP4,r03,2.0,500.0,1.0,0.002,0.14285714285714285
GBM626,2.0,MSC-EV,r06,4.0,1000.0,1.0,0.001,0.04032258064516129
GBM626,2.0,MSC-EV,r05,6.0,2000.0,1.0,0.0005,0.020161290322580645
GBM626,2.0,MSC-EV,r03,6.0,2000.0,1.0,0.0005,0.020161290322580645
GBM626,2.0,MSC-EV,r06,6.0,2000.0,1.0,0.0005,0.020161290322580645
GBM626,2.0,FBS,r01,0.0,250.0,17.0,0.068,1.2686567164179106
GBM626,2.0,FBS,r05,0.0,250.0,13.0,0.052,0.9701492537313433
GBM549,1.0,MSC-BMP4,r06,2.0,500.0,3.0,0.006,0.42857142857142855
GBM549,1.0,MSC-EV,r06,2.0,500.0,1.0,0.002,0.1
GBM549,1.0,BMP4,r06,2.0,500.0,5.0,0.01,0.46875
GBM549,1.0,FBS,r06,2.0,500.0,6.0,0.012,0.46153846153846156
GBM549,1.0,CTRL,r06,2.0,500.0,6.0,0.012,0.5294117647058824
GBM549,1.0,CTRL,r01,2.0,500.0,5.0,0.01,0.4411764705882353
GBM549,1.0,FBS,r01,2.0,500.0,4.0,0.008,0.3076923076923077
GBM549,1.0,BMP4,r01,2.0,500.0,6.0,0.012,0.5625
GBM549,1.0,MSC-EV,r01,2.0,500.0,1.0,0.002,0.1
GBM549,1.0,MSC-BMP4,r01,2.0,500.0,2.0,0.004,0.2857142857142857
GBM626,2.0,FBS,r02,0.0,250.0,15.0,0.06,1.119402985074627
GBM626,2.0,FBS,r03,0.0,250.0,11.0,0.044,0.8208955223880597
GBM626,2.0,FBS,r06,0.0,250.0,11.0,0.044,0.8208955223880597
GBM626,2.0,FBS,r01,2.0,500.0,17.0,0.034,0.6343283582089553
GBM626,2.0,FBS,r04,2.0,500.0,12.0,0.024,0.4477611940298508
GBM626,2.0,FBS,r05,2.0,500.0,14.0,0.028,0.5223880597014926
GBM626,2.0,FBS,r02,2.0,500.0,17.0,0.034,0.6343283582089553
GBM626,2.0,FBS,r03,2.0,500.0,7.0,0.014,0.2611940298507463
GBM626,2.0,FBS,r06,2.0,500.0,14.0,0.028,0.5223880597014926
GBM626,2.0,FBS,r01,4.0,1000.0,5.0,0.005,0.09328358208955224
GBM549,1.0,MSC-BMP4,r04,2.0,500.0,3.0,0.006,0.42857142857142855
GBM549,1.0,MSC-EV,r04,2.0,500.0,4.0,0.008,0.4
GBM549,1.0,BMP4,r04,2.0,500.0,4.0,0.008,0.375
GBM549,1.0,FBS,r04,2.0,500.0,4.0,0.008,0.3076923076923077
GBM549,1.0,CTRL,r04,2.0,500.0,4.0,0.008,0.3529411764705882
GBM549,1.0,CTRL,r05,2.0,500.0,5.0,0.01,0.4411764705882353
GBM549,1.0,FBS,r05,2.0,500.0,5.0,0.01,0.38461538461538464
GBM549,1.0,BMP4,r05,2.0,500.0,1.0,0.002,0.09375
GBM549,1.0,MSC-EV,r05,2.0,500.0,4.0,0.008,0.4
GBM549,1.0,MSC-BMP4,r05,2.0,500.0,6.0,0.012,0.8571428571428571
GBM626,2.0,FBS,r04,4.0,1000.0,8.0,0.008,0.1492537313432836
GBM626,2.0,FBS,r05,4.0,1000.0,6.0,0.006,0.1119402985074627
GBM626,2.0,FBS,r02,4.0,1000.0,8.0,0.008,0.1492537313432836
GBM626,2.0,FBS,r03,4.0,1000.0,9.0,0.009,0.16791044776119404
GBM626,2.0,FBS,r06,4.0,1000.0,7.0,0.007,0.13059701492537315
GBM626,2.0,FBS,r01,6.0,2000.0,3.0,0.0015,0.027985074626865676
GBM626,2.0,FBS,r04,6.0,2000.0,2.0,0.001,0.01865671641791045
GBM626,2.0,FBS,r05,6.0,2000.0,2.0,0.001,0.01865671641791045
GBM626,2.0,FBS,r02,6.0,2000.0,4.0,0.002,0.0373134328358209
GBM626,2.0,FBS,r03,6.0,2000.0,3.0,0.0015,0.027985074626865676
GBM549,1.0,MSC-BMP4,r02,0.0,250.0,6.0,0.024,1.7142857142857142
GBM549,1.0,MSC-EV,r02,0.0,250.0,5.0,0.02,1.0
GBM549,1.0,BMP4,r02,0.0,250.0,7.0,0.028,1.3125
GBM549,1.0,FBS,r02,0.0,250.0,9.0,0.036,1.3846153846153846
GBM549,1.0,CTRL,r02,0.0,250.0,5.0,0.02,0.8823529411764706
GBM549,1.0,CTRL,r03,0.0,250.0,5.0,0.02,0.8823529411764706
GBM549,1.0,FBS,r03,0.0,250.0,4.0,0.016,0.6153846153846154
GBM549,1.0,BMP4,r03,0.0,250.0,6.0,0.024,1.125
GBM549,1.0,MSC-EV,r03,0.0,250.0,6.0,0.024,1.2
GBM549,1.0,MSC-BMP4,r03,0.0,250.0,3.0,0.012,0.8571428571428571
GBM626,2.0,FBS,r06,6.0,2000.0,3.0,0.0015,0.027985074626865676
GBM626,2.0,MSC-BMP4,r01,0.0,250.0,14.0,0.056,1.3125
GBM626,2.0,MSC-BMP4,r04,0.0,250.0,12.0,0.048,1.125
GBM626,2.0,MSC-BMP4,r05,0.0,250.0,9.0,0.036,0.84375
GBM626,2.0,MSC-BMP4,r02,0.0,250.0,8.0,0.032,0.75
GBM626,2.0,MSC-BMP4,r03,0.0,250.0,8.0,0.032,0.75
GBM626,2.0,MSC-BMP4,r06,0.0,250.0,13.0,0.052,1.21875
GBM626,2.0,MSC-BMP4,r01,2.0,500.0,3.0,0.006,0.140625
GBM626,2.0,MSC-BMP4,r04,2.0,500.0,4.0,0.008,0.1875
GBM549,1.0,MSC-BMP4,r06,0.0,250.0,2.0,0.008,0.5714285714285714
GBM549,1.0,MSC-EV,r06,0.0,250.0,6.0,0.024,1.2
GBM549,1.0,BMP4,r06,0.0,250.0,4.0,0.016,0.75
GBM549,1.0,FBS,r06,0.0,250.0,7.0,0.028,1.076923076923077
GBM549,1.0,CTRL,r06,0.0,250.0,9.0,0.036,1.5882352941176467
GBM549,1.0,CTRL,r01,0.0,250.0,4.0,0.016,0.7058823529411764
GBM549,1.0,FBS,r01,0.0,250.0,7.0,0.028,1.076923076923077
GBM549,1.0,BMP4,r01,0.0,250.0,8.0,0.032,1.5
GBM549,1.0,MSC-EV,r01,0.0,250.0,7.0,0.028,1.4
GBM549,1.0,MSC-BMP4,r01,0.0,250.0,4.0,0.016,1.1428571428571428
GBM626,2.0,MSC-BMP4,r02,2.0,500.0,1.0,0.002,0.046875
GBM626,2.0,MSC-BMP4,r03,2.0,500.0,1.0,0.002,0.046875
GBM626,2.0,MSC-BMP4,r06,2.0,500.0,2.0,0.004,0.09375
GBM626,2.0,MSC-BMP4,r04,4.0,1000.0,2.0,0.002,0.046875
GBM626,2.0,MSC-BMP4,r05,4.0,1000.0,1.0,0.001,0.0234375
GBM626,2.0,MSC-BMP4,r06,4.0,1000.0,2.0,0.002,0.046875
GBM549,1.0,MSC-BMP4,r04,0.0,250.0,3.0,0.012,0.8571428571428571
GBM549,1.0,MSC-EV,r04,0.0,250.0,2.0,0.008,0.4
GBM549,1.0,BMP4,r04,0.0,250.0,4.0,0.016,0.75
GBM549,1.0,FBS,r04,0.0,250.0,5.0,0.02,0.7692307692307693
GBM549,1.0,CTRL,r04,0.0,250.0,4.0,0.016,0.7058823529411764
GBM549,1.0,CTRL,r05,0.0,250.0,7.0,0.028,1.2352941176470587
GBM549,1.0,FBS,r05,0.0,250.0,7.0,0.028,1.076923076923077
GBM549,1.0,BMP4,r05,0.0,250.0,3.0,0.012,0.5625
GBM549,1.0,MSC-EV,r05,0.0,250.0,4.0,0.016,0.8
GBM549,1.0,MSC-BMP4,r05,0.0,250.0,3.0,0.012,0.8571428571428571
GBM626,2.0,MSC-BMP4,r02,6.0,2000.0,1.0,0.0005,0.01171875
GBM549,2.0,CTRL,r01,0.0,250.0,6.0,0.024,2.482758620689655
GBM549,2.0,BMP4,r01,0.0,250.0,1.0,0.004,0.5
GBM549,2.0,MSC-EV,r01,0.0,250.0,1.0,0.004,0.4736842105263158
GBM549,2.0,MSC-BMP4,r01,0.0,250.0,2.0,0.008,0.8
GBM549,2.0,MSC-EV,r02,0.0,250.0,3.0,0.012,1.4210526315789476
GBM549,2.0,FBS,r02,0.0,250.0,3.0,0.012,1.6
GBM549,2.0,CTRL,r02,0.0,250.0,2.0,0.008,0.8275862068965516
GBM549,2.0,CTRL,r03,0.0,250.0,4.0,0.016,1.6551724137931032
GBM549,2.0,FBS,r03,0.0,250.0,1.0,0.004,0.5333333333333333
GBM549,2.0,BMP4,r03,0.0,250.0,4.0,0.016,2.0
GBM549,2.0,MSC-BMP4,r03,0.0,250.0,3.0,0.012,1.2
GBM549,2.0,MSC-BMP4,r04,0.0,250.0,4.0,0.016,1.6
GBM549,2.0,MSC-EV,r04,0.0,250.0,3.0,0.012,1.4210526315789476
GBM549,2.0,BMP4,r04,0.0,250.0,1.0,0.004,0.5
GBM549,2.0,CTRL,r04,0.0,250.0,3.0,0.012,1.2413793103448274
GBM549,2.0,CTRL,r05,0.0,250.0,1.0,0.004,0.4137931034482758
GBM549,2.0,FBS,r05,0.0,250.0,2.0,0.008,1.0666666666666667
GBM549,2.0,BMP4,r05,0.0,250.0,2.0,0.008,1.0
GBM549,2.0,MSC-EV,r05,0.0,250.0,4.0,0.016,1.8947368421052633
GBM549,2.0,MSC-BMP4,r05,0.0,250.0,1.0,0.004,0.4
GBM549,2.0,MSC-BMP4,r06,0.0,250.0,2.0,0.008,0.8
GBM549,2.0,MSC-EV,r06,0.0,250.0,1.0,0.004,0.4736842105263158
GBM549,2.0,BMP4,r06,0.0,250.0,4.0,0.016,2.0
GBM549,2.0,FBS,r06,0.0,250.0,2.0,0.008,1.0666666666666667
GBM549,2.0,CTRL,r06,0.0,250.0,2.0,0.008,0.8275862068965516
GBM549,2.0,CTRL,r01,0.0,250.0,2.0,0.008,0.8275862068965516
GBM549,2.0,FBS,r01,0.0,250.0,1.0,0.004,0.5333333333333333
GBM549,2.0,BMP4,r01,0.0,250.0,1.0,0.004,0.5
GBM549,2.0,MSC-BMP4,r01,0.0,250.0,1.0,0.004,0.4
GBM549,2.0,MSC-BMP4,r02,0.0,250.0,1.0,0.004,0.4
GBM549,2.0,BMP4,r02,0.0,250.0,1.0,0.004,0.5
GBM549,2.0,CTRL,r02,0.0,250.0,2.0,0.008,0.8275862068965516
GBM549,2.0,CTRL,r03,0.0,250.0,2.0,0.008,0.8275862068965516
GBM549,2.0,FBS,r03,0.0,250.0,1.0,0.004,0.5333333333333333
GBM549,2.0,BMP4,r03,0.0,250.0,1.0,0.004,0.5
GBM549,2.0,MSC-EV,r03,0.0,250.0,2.0,0.008,0.9473684210526316
GBM549,2.0,MSC-BMP4,r03,0.0,250.0,3.0,0.012,1.2
GBM549,2.0,MSC-BMP4,r04,0.0,250.0,5.0,0.02,2.0
GBM549,2.0,MSC-EV,r04,0.0,250.0,1.0,0.004,0.4736842105263158
GBM549,2.0,BMP4,r04,0.0,250.0,2.0,0.008,1.0
GBM549,2.0,FBS,r04,0.0,250.0,2.0,0.008,1.0666666666666667
GBM549,2.0,CTRL,r04,0.0,250.0,2.0,0.008,0.8275862068965516
GBM549,2.0,CTRL,r05,0.0,250.0,1.0,0.004,0.4137931034482758
GBM549,2.0,FBS,r05,0.0,250.0,3.0,0.012,1.6
GBM549,2.0,BMP4,r05,0.0,250.0,3.0,0.012,1.5
GBM549,2.0,MSC-EV,r05,0.0,250.0,1.0,0.004,0.4736842105263158
GBM549,2.0,MSC-BMP4,r05,0.0,250.0,3.0,0.012,1.2
GBM549,2.0,MSC-EV,r06,0.0,250.0,3.0,0.012,1.4210526315789476
GBM549,2.0,CTRL,r06,0.0,250.0,2.0,0.008,0.8275862068965516
GBM549,2.0,CTRL,r01,6.0,2000.0,2.0,0.001,0.10344827586206895
GBM549,2.0,BMP4,r01,6.0,2000.0,6.0,0.003,0.375
GBM549,2.0,MSC-EV,r01,6.0,2000.0,1.0,0.0005,0.05921052631578948
GBM549,2.0,MSC-BMP4,r02,6.0,2000.0,2.0,0.001,0.1
GBM549,2.0,MSC-EV,r02,6.0,2000.0,2.0,0.001,0.11842105263157895
GBM549,2.0,BMP4,r02,6.0,2000.0,1.0,0.0005,0.0625
GBM549,2.0,FBS,r02,6.0,2000.0,4.0,0.002,0.26666666666666666
GBM549,2.0,CTRL,r02,6.0,2000.0,2.0,0.001,0.10344827586206895
GBM549,2.0,BMP4,r03,6.0,2000.0,2.0,0.001,0.125
GBM549,2.0,MSC-BMP4,r03,6.0,2000.0,1.0,0.0005,0.05
GBM549,2.0,MSC-BMP4,r04,6.0,2000.0,1.0,0.0005,0.05
